WELL_STRING,TEST_TYPE,DATE_STAMP,END_TIME,DURATION,SEPARATOR_TYPE,LIQUID_VOL_BBL,BSW,TOTAL_GAS_VOL_FT3,TEST_WATER_VOL,GL_DUAL_INDICATOR,GL_VOL_FT3,GL_INJ_TEMP_DEG_C,GL_INJ_PRESS_BAR,GAS_RATE_FROM_ORIFICE_FT3D,WHP_BARG,WHT_DEG_C,CHOKE_SIZE_64,CHOKE_ADJUSTABLE,SEPARATOR_PRESS_BARG,SEPARATOR_TEMPERATURE_DEG_C,OIL_GRAVITY_WTR,GAS_GRAVITY_AIR,WELL_FL_PRESS_BARG,WELL_FL_TEMP_DEG_C,CALC_BSW,CALC_GL_RATE_FT3D,CALC_OIL_RATE_BBLD,CALC_WTR_RATE_BBLD,CALC_GAS_RES_RATE_SCFD,SHRINKAGE_FACTOR,CORR_OIL_RATE_STBD,CORR_GAS_RES_RATE_MMSCFD,CORR_WTR_RATE_STBD,CORR_GL_RATE_MMSCFD,GTS_UPSTREAM_PRESS,WTR_SALINITY_PPM,TEST_STATUS,TEST_CODE,REMARKS,TRUNKLINE_PRESS_BAR,TEMP_FACTOR,INJ_PRESS,PGOR_MSCF_PER_BBL,WGR_BBL_PER_MMSCF,CGR_BBL_PER_MMSCF,LIQUID_TYPE,SAND_RATE,OPEN_ZONES,API_OIL,VALIDITY,WELL_NAME,PIS_DATE,NORM_PROD_DAYS,N_OPEN_RESERVOIR,TOTAL_THICKNESS,TOP_OPEN_PERF_DEPTH,Universal,Logging,Completion,weighted_avg_vsh,weighted_avg_phi,weighted_avg_sw,sum_thickness,D_THICKNESS,EVENT,LIQ_RATE,GLR,HP/LP,LAST_EVENT
B-G-10:S1,REFERENCE TEST,2018-01-14 09:00:00,2018-01-14 14:00:00,5,2 PHASE,167.5,5.0,317930.27,0,NO,0.0,0.0,0.0,0,30.5,64.5,63.0,0,29.0,54.0,0.8652,0.7,30.0,,5.0,0.0,763.8,40.2,1526065.296,0.935028206519472,714.174544131261,1.59372900510789,41.3567808105309,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-200""H2O",,,,1.9979906991359,26.3422542307783,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3049.375,12.0,60.0,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,805.1567808105309,1895.36414816472,1.0,3049.0
B-G-10:S1,REFERENCE TEST,2018-02-11 09:00:00,2018-02-11 14:00:00,5,2 PHASE,167.5,5.0,317930.27,0,NO,0.0,0.0,0.0,0,30.5,64.5,63.0,0,29.0,54.0,0.8652,0.7,30.0,,5.0,0.0,763.8,40.2,1526065.296,0.935028206519472,714.174544131261,1.59372900510789,41.3567808105309,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-200""H2O",,,,1.9979906991359,26.3422542307783,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3077.375,12.0,60.0,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,805.1567808105309,1895.36414816472,1.0,3077.0
B-G-10:S1,REFERENCE TEST,2018-03-03 10:30:00,2018-03-03 15:30:00,5,2 PHASE,138.7,50.0,114521.87,0,NO,0.0,0.0,0.0,0,24.5,56.0,63.0,0,23.5,50.0,0.8652,0.7,24.0,,50.0,0.0,332.88,332.88,549704.976,0.945303278820062,314.672555449959,0.573905981383297,333.29105388487,,0,0.0,SEPARATOR,TEST,"Prod test on LP mode, range Hw 0-100""H2O",,,,1.65136077865897,605.561191063331,0.0,OIL,,"Z6,Z5",32.05,VALID,B-G-10,2009-09-09,3097.4375,12.0,60.0,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,666.1710538848699,825.1709118766395,0.0,3097.0
B-G-10:S1,REFERENCE TEST,2018-03-13 09:00:00,2018-03-13 15:00:00,6,2 PHASE,309.6,40.0,313246.36,0,NO,0.0,0.0,0.0,0,28.0,68.0,63.0,0,25.5,60.0,0.8652,0.7,26.5,,40.0,0.0,743.04,495.36,1252985.44,0.935426147195668,695.059044412271,1.30876394185072,496.7363915052,,0,0.0,SEPARATOR,TEST,"Prod test on LP mode, range Hw 0-200""H2O",,,,1.68629608096468,395.343779892606,0.0,OIL,,"Z6,Z5",32.05,VALID,B-G-10,2009-09-09,3107.375,12.0,60.0,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1239.7763915052,1010.6543797617915,0.0,3107.0
B-G-10:S1,REFERENCE TEST,2018-04-12 09:30:00,2018-04-12 15:30:00,6,2 PHASE,144.4,10.0,95964.32,0,NO,0.0,0.0,0.0,0,27.0,63.0,63.0,0,24.0,52.0,0.8652,0.7,24.5,,10.0,0.0,519.84,57.76,383857.28,0.943183759585456,490.304645582904,0.422078155686529,58.0695296069762,,0,0.0,SEPARATOR,TEST,"Prod test on LP mode, range Hw 0-200""H2O",,,,0.738414281317327,150.472592313476,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3137.395833333336,12.0,60.0,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,577.9095296069762,664.2169065131234,0.0,3137.0
B-G-10:S1,REFERENCE TEST,2018-04-29 14:00:00,2018-04-29 20:00:00,6,2 PHASE,0.0,0.0,1115045.37,0,NO,0.0,0.0,0.0,0,110.0,56.5,20.0,0,25.0,24.8,0.8652,0.7,26.0,,,0.0,0.0,0.0,4460181.48,0.961119207170615,0.0,4.46018148,0.891076372038773,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,,0.0,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3154.583333333336,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,0.891076372038773,5005386.316994529,1.0,3154.0
B-G-10:S1,REFERENCE TEST,2018-05-11 09:00:00,2018-05-11 15:00:00,6,2 PHASE,127.68,99.0,976017.06,0,NO,0.0,0.0,0.0,0,74.0,67.0,30.0,0,23.5,47.0,0.8652,0.7,24.5,,99.0,0.0,5.1072,505.6128,3904068.24,0.947479458996276,4.83896709298578,3.90444545565178,508.148650568877,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-200""H2O",,,,764.424389097743,129.509211652509,0.0,OIL,,"Z6,Z5",32.05,VALID,B-G-10,2009-09-09,3166.375,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,513.255850568877,7606.475865151563,1.0,3166.0
B-G-10:S1,REFERENCE TEST,2018-05-16 09:00:00,2018-05-16 15:00:00,6,2 PHASE,472.31,10.0,2458949.1,0,NO,0.0,0.0,0.0,0,69.0,67.0,30.0,0,20.0,60.0,0.8652,0.7,21.0,,10.0,0.0,1700.316,188.924,9835796.4,0.942443738615773,1602.45216786822,9.93511668752333,202.089055637259,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,5.78468731694577,19.20779897396,0.0,OIL,,"Z6,Z5",32.05,INVALID,B-G-10,2009-09-09,3171.375,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1902.405055637259,5170.190423356108,1.0,3171.0
B-G-10:S1,REFERENCE TEST,2018-05-18 09:00:00,2018-05-18 15:00:00,6,2 PHASE,166.4,55.0,832048.48,0,NO,0.0,0.0,0.0,0,64.0,66.0,30.0,0,21.0,51.5,0.8652,0.7,22.0,,55.0,0.0,299.52,366.08,3328193.92,0.947512774125817,283.799026106165,3.34743394972157,369.001048167764,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,11.1117585470086,109.993590758077,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3173.375,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,668.521048167764,4978.442981147239,1.0,3173.0
B-G-10:S1,REFERENCE TEST,2018-05-21 10:00:00,2018-05-21 16:00:00,6,2 PHASE,178.2,50.0,726706.58,0,NO,0.0,0.0,0.0,0,62.0,67.0,30.0,0,20.0,51.0,0.8652,0.7,21.0,,50.0,0.0,356.4,356.4,2906826.32,0.949189211909447,338.291035124527,2.92866182300689,358.992841610668,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,8.15607833894502,122.607944460885,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3176.416666666664,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,715.392841610668,4063.2588850839475,1.0,3176.0
B-G-10:S1,REFERENCE TEST,2018-05-28 09:00:00,2018-05-28 15:00:00,6,2 PHASE,242.0,45.0,651682.35,0,NO,0.0,0.0,0.0,0,57.0,71.0,34.0,0,19.8,55.3,0.8652,0.7,20.0,,45.0,0.0,532.4,435.6,2606729.4,0.946227478722665,503.771509671947,2.63828738814611,438.453655592067,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,4.89618595041322,167.105952769781,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3183.375,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,970.853655592067,2684.986954506864,1.0,3183.0
B-G-10:S1,REFERENCE TEST,2018-06-03 09:30:00,2018-06-03 15:30:00,6,2 PHASE,280.5,55.0,641707.54,0,NO,0.0,0.0,0.0,0,50.0,70.0,38.0,0,20.0,58.0,0.8652,0.7,21.0,,55.0,0.0,504.9,617.1,2566830.16,0.94394674155459,476.598709810912,2.59663740071161,620.24537664703,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,5.08383870073282,240.413257416298,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3189.395833333336,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1125.14537664703,2281.332006757418,1.0,3189.0
B-G-10:S1,REFERENCE TEST,2018-06-26 09:00:00,2018-06-26 15:00:00,6,2 PHASE,288.0,55.0,655634.62,0,NO,0.0,0.0,0.0,0,45.5,72.0,38.0,0,23.0,59.8,0.8652,0.7,24.0,,55.0,0.0,518.4,633.6,2622538.48,0.938795142073122,486.671401650707,2.65754040570826,636.705883766791,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,5.05890910493827,241.597980289693,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3212.375,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1155.105883766791,2270.3879504517136,1.0,3212.0
B-G-10:S1,REFERENCE TEST,2018-07-10 08:00:00,2018-07-10 14:00:00,6,2 PHASE,311.0,80.0,636227.29,0,NO,4.541860767618,39.0,73.0,0,45.0,70.0,38.0,0,21.0,58.0,0.8652,0.7,21.5,,80.0,641577.12,248.8,995.2,1903332.04,0.942679695426278,234.538708222058,1.91877355122675,997.441850686181,0.62613560877325,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,7.65004839228298,522.872509412494,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3226.333333333336,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1246.2418506861811,1527.2573609625008,1.0,3226.0
B-G-10:S1,REFERENCE TEST,2018-07-18 10:00:00,2018-07-18 15:00:00,5,2 PHASE,190.6,50.0,349517.95,0,NO,0.0,0.0,0.0,0,41.0,72.0,38.0,0,22.0,63.0,0.8652,0.7,22.5,,50.0,0.0,457.44,457.44,1677686.16,0.937697150961554,428.94018473086,1.70669080801171,459.807211866017,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,3.66755456453306,272.661246725669,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3234.416666666664,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,917.247211866017,1829.0447093177547,1.0,3234.0
B-G-10:S1,REFERENCE TEST,2018-07-23 10:00:00,2018-07-23 11:00:00,1,2 PHASE,49.5,47.0,80880.67,0,NO,0.0,0.0,0.0,0,39.0,73.0,38.0,0,21.0,56.0,0.8652,0.7,22.0,,47.0,0.0,629.64,558.36,1941136.08,0.944169459191923,594.486858216395,1.98063012200674,560.451104509406,,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, range Hw 0-100""H2O",,,,3.08293005526968,287.645985128461,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3239.416666666664,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1190.091104509406,1631.0819168757664,1.0,3239.0
B-G-10:S1,REFERENCE TEST,2018-08-11 10:00:00,2018-08-11 16:00:00,6,2 PHASE,287.4,40.0,478552.19,0,NO,4.818479580213,40.0,69.0,0,43.0,70.0,38.0,0,22.0,60.0,0.8652,0.7,22.5,,40.0,680651.92,689.76,459.84,1233556.84,0.939922354047596,648.320842927869,1.27799237919695,461.368024814693,0.636216380803048,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, with G/L injection",,,,1.78838558339133,372.775688228521,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3258.416666666664,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1151.128024814693,1071.6069919317415,1.0,3258.0
B-G-10:S1,REFERENCE TEST,2018-08-16 10:00:00,2018-08-16 15:00:00,5,2 PHASE,243.7,62.0,413690.1,0,NO,4.2544671104295,40.0,70.0,0,39.0,68.0,38.0,0,21.0,59.4,0.8652,0.7,21.5,,62.0,721176.336,444.5088,725.2512,1264536.144,0.941635536860475,418.565282522333,1.29192024312263,726.835676113853,0.693792236854251,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, with G/L injection",,,,2.8447943977712,573.531411847093,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3263.416666666664,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1171.344476113853,1079.5595743067208,1.0,3263.0
B-G-10:S1,REFERENCE TEST,2018-08-30 12:00:00,2018-08-30 15:00:00,3,2 PHASE,151.8,63.0,224202.99,0,NO,1.595064940683,44.0,66.0,0,42.0,71.0,38.0,0,21.0,58.0,0.8652,0.7,21.5,,63.0,450633.44,449.328,765.072,1342990.48,0.942679695426278,423.572382186499,1.37087755136854,766.65384912871,0.422746368631454,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, with G/L injection",,,,2.98888669301713,569.67790270561,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3277.5,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1215.98184912871,1104.4494463155809,1.0,3277.0
B-G-10:S1,REFERENCE TEST,2018-09-08 10:00:00,2018-09-08 16:00:00,6,2 PHASE,276.0,45.0,371119.9,0,NO,4.5885209898795,45.0,72.0,0,30.0,63.8,38.0,0,20.0,56.0,0.8652,0.7,21.0,,45.0,648168.28,607.2,496.8,836311.32,0.945447546440675,574.075750198778,0.872540111548234,497.737213503337,0.611939488451766,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, with G/L injection",,,,1.3773243083004,594.037158315638,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3286.416666666664,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1104.937213503337,756.8858300539755,1.0,3286.0
B-G-10:S1,REFERENCE TEST,2018-09-23 09:30:00,2018-09-23 14:30:00,5,2 PHASE,276.0,55.0,429698.31,0,NO,2.8743123364845,50.0,69.0,0,39.5,71.0,38.0,0,21.0,58.5,0.8652,0.7,21.5,,55.0,487225.776,596.16,728.64,1575326.112,0.942306904340169,561.765684104515,1.61222828314596,730.537065835579,0.45032360490206,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, with G/L injection",,,,2.64245523349436,462.532801589212,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3301.395833333336,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1326.697065835579,1187.4045345896877,1.0,3301.0
B-G-10:S1,REFERENCE TEST,2018-10-05 10:00:00,2018-10-05 15:00:00,5,2 PHASE,118.0,10.0,218642.29,0,NO,3.8435222228265,48.0,68.0,0,26.0,58.0,38.0,0,20.0,41.6,0.8652,0.7,21.0,,10.0,651516.912,509.76,56.64,397966.08,0.95617809319212,487.421344779941,0.430788741652334,56.866631162904,0.61869425033545,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, with G/L injection",,,,0.780693032015068,142.32368748613,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3313.416666666664,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,566.626631162904,702.3427034893205,1.0,3313.0
B-G-10:S1,REFERENCE TEST,2018-10-13 09:30:00,2018-10-13 14:30:00,5,2 PHASE,232.0,55.0,459918.23,0,NO,3.8435222228265,50.0,68.0,0,40.0,71.0,38.0,0,21.0,55.8,0.8652,0.7,21.5,,55.0,651516.912,501.12,612.48,1556090.592,0.944318309679235,473.216791357476,1.58755654311298,614.141312782802,0.620050960938417,0,0.0,SEPARATOR,TEST,"Prod test on HP mode, with G/L injection",,,,3.10522547892721,393.601762743644,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3321.395833333336,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,1115.261312782802,1395.2699463027548,1.0,3321.0
B-G-10:S1,REFERENCE TEST,2018-10-19 09:00:00,2018-10-19 15:00:00,6,2 PHASE,150.7,35.0,381822.34,0,NO,4.807577026626,48.0,68.0,0,29.0,58.0,38.0,0,19.0,41.0,0.8652,0.7,20.0,,35.0,679111.84,391.82,210.98,848177.52,0.957971654310242,375.352453591839,0.872197850733909,211.468505100215,0.655091509266091,0,0.0,SEPARATOR,TEST,"Prod test on LP mode, with G/L injection",,,,2.16471216374866,248.745097606454,0.0,OIL,,"Z6,Z5",32.05,,B-G-10,2009-09-09,3327.375,16.0,76.5,1737.0,B-G-10,,B-G-10,0.0,0.0,0.0,0.0,0.0,0,603.2885051002149,1405.9235553627952,0.0,3327.0
